ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-2.384,-12.699,1.79,11,0,53.74,,,,NaN,,,,0 / 0,99408,2018-11-09 17:07:38:392
-2.078,-3.524,1.177,18,0,53.74,,,,NaN,,,,0 / 0,99508,2018-11-09 17:07:38:492
-0.986,-3.62,1.015,15,0,53.02,,,,NaN,,,,0 / 0,99608,2018-11-09 17:07:38:592
1.819,-13.532,4.338,20,0,53.02,,,,NaN,,,,0 / 0,99708,2018-11-09 17:07:38:692
-1.015,-11.904,8.724,23,0,53.02,,,,NaN,,,,0 / 0,99809,2018-11-09 17:07:38:793
1.005,-17.344,-2.097,26,0,43.72,,,,NaN,,,,0 / 0,99909,2018-11-09 17:07:38:893
-0.45,-17.918,1.11,11,0,43.72,,,,NaN,,,,0 / 0,100009,2018-11-09 17:07:38:993
-0.095,-8.638,-1.388,12,0,43.72,,,,NaN,,,,0 / 0,100109,2018-11-09 17:07:39:093
0.89,-9.634,6.368,17,0,59.4,,,,NaN,,,,0 / 0,100209,2018-11-09 17:07:39:193
0.919,-4.07,-1.608,20,0,59.4,,,,NaN,,,,0 / 0,100309,2018-11-09 17:07:39:293
0.507,-10.391,1.312,15,0,59.4,,,,NaN,,,,0 / 0,100409,2018-11-09 17:07:39:393
-3.352,-19.614,7.862,25,0,53.53,,,,NaN,,,,0 / 0,100509,2018-11-09 17:07:39:493
-3.955,-10.573,2.681,16,0,53.53,,,,NaN,,,,0 / 0,100609,2018-11-09 17:07:39:593
-0.766,-2.327,-0.363,17,0,53.53,,,,NaN,,,,0 / 0,100709,2018-11-09 17:07:39:693
-1.628,-4.941,2.432,23,0,57.3,,,,NaN,,,,0 / 0,100809,2018-11-09 17:07:39:793
4.424,-7.489,3.936,11,0,57.3,,,,NaN,,,,0 / 0,100909,2018-11-09 17:07:39:893
-2.202,-11.942,-1.005,18,0,57.3,,,,NaN,,,,0 / 0,101009,2018-11-09 17:07:39:993
-0.766,-12.986,-6.378,9,0,51.96,,,,NaN,,,,0 / 0,101109,2018-11-09 17:07:40:093
0.201,-14.815,1.886,13,0,51.96,,,,NaN,,,,0 / 0,101209,2018-11-09 17:07:40:193
-0.679,-7.824,-0.153,5,0,51.96,,,,NaN,,,,0 / 0,101308,2018-11-09 17:07:40:292
2.461,-8.638,2.001,14,0,59.42,,,,NaN,,,,0 / 0,101408,2018-11-09 17:07:40:392
-0.584,-6.55,4.74,12,0,59.42,,,,NaN,,,,0 / 0,101508,2018-11-09 17:07:40:492
-4.213,-12.756,1.925,2,0,59.42,,,,NaN,,,,0 / 0,101608,2018-11-09 17:07:40:592
-2.039,-12.938,3.38,14,0,55.51,,,,NaN,,,,0 / 0,101708,2018-11-09 17:07:40:692
-3.878,-4.06,2.911,15,0,55.51,,,,NaN,,,,0 / 0,101808,2018-11-09 17:07:40:792
-2.327,-3.352,1.254,11,0,55.51,,,,NaN,,,,0 / 0,101908,2018-11-09 17:07:40:892
0.201,-10.343,7.02,6,0,55.98,,,,NaN,,,,0 / 0,102009,2018-11-09 17:07:40:993
-2.193,-11.55,8.169,19,0,55.98,,,,NaN,,,,0 / 0,102109,2018-11-09 17:07:41:093
-4.711,-18.321,-11.186,8,0,55.98,,,,NaN,,,,0 / 0,102209,2018-11-09 17:07:41:193
11.99,-11.483,0.44,17,0,55.02,,,,NaN,,,,0 / 0,102309,2018-11-09 17:07:41:293
-12.622,-7.652,1.838,14,0,55.02,,,,NaN,,,,0 / 0,102411,2018-11-09 17:07:41:395
-1.934,-10.898,3.265,20,0,55.02,,,,NaN,,,,0 / 0,102509,2018-11-09 17:07:41:493
0.43,-13.647,0.679,17,0,57.72,,,,NaN,,,,0 / 0,102609,2018-11-09 17:07:41:593
5.631,-14.662,1.886,22,0,57.72,,,,NaN,,,,0 / 0,102709,2018-11-09 17:07:41:693
-0.306,-11.032,-5.688,8,0,57.72,,,,NaN,,,,0 / 0,102809,2018-11-09 17:07:41:793
4.108,-13.685,-4.846,18,0,55.38,,,,NaN,,,,0 / 0,102909,2018-11-09 17:07:41:893
-1.292,-6.608,-1.628,11,0,55.38,,,,NaN,,,,0 / 0,103010,2018-11-09 17:07:41:994
-3.61,-4.118,-0.143,10,0,55.38,,,,NaN,,,,0 / 0,103109,2018-11-09 17:07:42:093
1.953,-12.172,7.383,3,0,63.4,,,,NaN,,,,0 / 0,103209,2018-11-09 17:07:42:193
-1.283,-14.413,-2.279,0,0,63.4,,,,NaN,,,,0 / 0,103309,2018-11-09 17:07:42:293
-0.66,-2.959,-5.181,18,0,63.4,,,,NaN,,,,0 / 0,103409,2018-11-09 17:07:42:393
3.016,-9.376,1.283,22,0,47.84,,,,NaN,,,,0 / 0,103509,2018-11-09 17:07:42:493
-2.451,-8.629,-0.028,18,0,47.84,,,,NaN,,,,0 / 0,103609,2018-11-09 17:07:42:593
0.057,-10.391,3.945,10,0,47.84,,,,NaN,,,,0 / 0,103709,2018-11-09 17:07:42:693
-2.116,-12.297,0.622,9,0,57.76,,,,NaN,,,,0 / 0,103809,2018-11-09 17:07:42:793
2.672,-12.948,1.781,12,0,57.76,,,,NaN,,,,0 / 0,103909,2018-11-09 17:07:42:893
-0.785,-11.348,-2.365,1,0,57.76,,,,NaN,,,,0 / 0,104009,2018-11-09 17:07:42:993
-1.426,-14.365,-6.646,25,0,57.76,,,,NaN,,,,0 / 0,104110,2018-11-09 17:07:43:094
-0.21,-8.274,-1.206,15,0,57.05,,,,NaN,,,,0 / 0,104209,2018-11-09 17:07:43:193
-2.786,-4.51,-0.325,6,0,57.05,,,,NaN,,,,0 / 0,104309,2018-11-09 17:07:43:293
-2.413,-12.431,10.266,1,0,57.05,,,,NaN,,,,0 / 0,104409,2018-11-09 17:07:43:393
-3.313,-9.672,4.711,16,0,62.65,,,,NaN,,,,0 / 0,104509,2018-11-09 17:07:43:493
-3.419,-6.052,-4.338,3,0,62.65,,,,NaN,,,,0 / 0,104609,2018-11-09 17:07:43:593
4.932,-14.882,3.265,10,0,62.65,,,,NaN,,,,0 / 0,104709,2018-11-09 17:07:43:693
-4.156,-9.49,1.292,19,0,45.55,,,,NaN,,,,0 / 0,104809,2018-11-09 17:07:43:793
0,-9.73,0.086,20,0,45.55,,,,NaN,,,,0 / 0,104909,2018-11-09 17:07:43:893
-2.413,-10.745,2.154,19,0,45.55,,,,NaN,,,,0 / 0,105009,2018-11-09 17:07:43:993
4.577,-12.392,2.499,14,0,53.91,,,,NaN,,,,0 / 0,105109,2018-11-09 17:07:44:093
0.191,-11.205,2.901,22,0,53.91,,,,NaN,,,,0 / 0,105209,2018-11-09 17:07:44:193
-0.928,-14.068,0.095,14,0,53.91,,,,NaN,,,,0 / 0,105309,2018-11-09 17:07:44:293
0.306,-9.05,-2.193,14,0,51.83,,,,NaN,,,,0 / 0,105410,2018-11-09 17:07:44:394
-2.317,-5.545,-0.354,14,0,51.83,,,,NaN,,,,0 / 0,105509,2018-11-09 17:07:44:493
-2.384,-6.569,8.044,14,0,51.83,,,,NaN,,,,0 / 0,105609,2018-11-09 17:07:44:593
-1.417,-8.322,4.156,21,0,60.68,,,,NaN,,,,0 / 0,105709,2018-11-09 17:07:44:693
-2.758,-16.74,4.769,18,0,60.68,,,,NaN,,,,0 / 0,105809,2018-11-09 17:07:44:793
2.26,-13.934,-4.472,6,0,60.68,,,,NaN,,,,0 / 0,105909,2018-11-09 17:07:44:893
-2.288,-8.552,-1.053,19,0,44.29,,,,NaN,,,,0 / 0,106009,2018-11-09 17:07:44:993
0.009,-8.121,-1.541,11,0,44.29,,,,NaN,,,,0 / 0,106109,2018-11-09 17:07:45:093
-0.249,-10.534,-0.067,16,0,44.29,,,,NaN,,,,0 / 0,106209,2018-11-09 17:07:45:193
2.317,-11.655,1.867,7,0,54.89,,,,NaN,,,,0 / 0,106309,2018-11-09 17:07:45:293
-1.139,-11.617,0.392,15,0,54.89,,,,NaN,,,,0 / 0,106409,2018-11-09 17:07:45:393
-3.198,-15.361,1.944,15,0,54.89,,,,NaN,,,,0 / 0,106509,2018-11-09 17:07:45:493
-0.881,-7.814,-2.078,12,0,60.96,,,,NaN,,,,0 / 0,106609,2018-11-09 17:07:45:593
-2.499,-5.209,0.009,22,0,60.96,,,,NaN,,,,0 / 0,106709,2018-11-09 17:07:45:693
-3.352,-8.293,9.941,6,0,60.96,,,,NaN,,,,0 / 0,106809,2018-11-09 17:07:45:793
0.249,-12.804,7.067,0,0,58.37,,,,NaN,,,,0 / 0,106909,2018-11-09 17:07:45:893
-3.706,-12.833,2.231,2,0,58.37,,,,NaN,,,,0 / 0,107009,2018-11-09 17:07:45:993
3.524,-13.695,-6.589,22,0,58.37,,,,NaN,,,,0 / 0,107109,2018-11-09 17:07:46:093
-2.633,-8.236,-2.394,9,0,49.09,,,,NaN,,,,0 / 0,107209,2018-11-09 17:07:46:193
0.737,-9.347,0.679,5,0,49.09,,,,NaN,,,,0 / 0,107309,2018-11-09 17:07:46:293
-0.67,-10.735,1.091,21,0,49.09,,,,NaN,,,,0 / 0,107410,2018-11-09 17:07:46:394
2.691,-11.981,3.045,9,0,54.8,,,,NaN,,,,0 / 0,107509,2018-11-09 17:07:46:493
-1.541,-11.157,1.187,4,0,54.8,,,,NaN,,,,0 / 0,107609,2018-11-09 17:07:46:593
-4.28,-15.371,3.064,0,0,54.8,,,,NaN,,,,0 / 0,107709,2018-11-09 17:07:46:693
-0.996,-7.891,-0.928,13,0,59.64,,,,NaN,,,,0 / 0,107809,2018-11-09 17:07:46:793
-2.068,-4.003,-0.881,22,0,59.64,,,,NaN,,,,0 / 0,107909,2018-11-09 17:07:46:893
-3.38,-10.984,10.908,24,0,59.64,,,,NaN,,,,0 / 0,108009,2018-11-09 17:07:46:993
-2.25,-10.199,7.719,9,0,61.35,,,,NaN,,,,0 / 0,108109,2018-11-09 17:07:47:093
-3.514,-11.904,-0.747,15,0,61.35,,,,NaN,,,,0 / 0,108209,2018-11-09 17:07:47:193
0.44,-16.989,1.043,11,0,61.35,,,,NaN,,,,0 / 0,108309,2018-11-09 17:07:47:293
-0.852,-8.399,-0.105,27,0,45.25,,,,NaN,,,,0 / 0,108409,2018-11-09 17:07:47:393
-0.976,-8.897,0.823,8,0,45.25,,,,NaN,,,,0 / 0,108509,2018-11-09 17:07:47:493
1.8,-8.839,0.593,17,0,45.25,,,,NaN,,,,0 / 0,108609,2018-11-09 17:07:47:593
-0.948,-12.057,3.131,0,0,50.83,,,,NaN,,,,0 / 0,108709,2018-11-09 17:07:47:693
-0.277,-12.67,3.514,17,0,50.83,,,,NaN,,,,0 / 0,108809,2018-11-09 17:07:47:793
-1.656,-15.945,-1.072,17,0,50.83,,,,NaN,,,,0 / 0,108909,2018-11-09 17:07:47:893
-0.488,-7.632,-2.298,23,0,50.83,,,,NaN,,,,0 / 0,109009,2018-11-09 17:07:47:993
-3.294,-3.447,0,16,0,57.21,,,,NaN,,,,0 / 0,109108,2018-11-09 17:07:48:092
-2.614,-6.771,4.3,21,0,57.21,,,,NaN,,,,0 / 0,109208,2018-11-09 17:07:48:192
5.296,-8.332,2.355,12,0,57.21,,,,NaN,,,,0 / 0,109308,2018-11-09 17:07:48:292
-3.562,-9.433,2.844,32,0,52.42,,,,NaN,,,,0 / 0,109408,2018-11-09 17:07:48:392
4.146,-12.469,-4.051,0,0,52.42,,,,NaN,,,,0 / 0,109508,2018-11-09 17:07:48:492
-0.43,-10.036,-1.024,0,0,52.42,,,,NaN,,,,0 / 0,109608,2018-11-09 17:07:48:592
0.948,-9.921,3.907,26,0,51.15,,,,NaN,,,,0 / 0,109708,2018-11-09 17:07:48:692
-1.972,-6.148,-0.928,34,0,51.15,,,,NaN,,,,0 / 0,109808,2018-11-09 17:07:48:792
0.134,-9.634,0.804,15,0,51.15,,,,NaN,,,,0 / 0,109910,2018-11-09 17:07:48:894
-3.122,-19.614,5.152,22,0,57.04,,,,NaN,,,,0 / 0,110009,2018-11-09 17:07:48:993
-5.842,-6.847,2.135,7,0,57.04,,,,NaN,,,,0 / 0,110109,2018-11-09 17:07:49:093
-0.957,-1.589,0.239,18,0,57.04,,,,NaN,,,,0 / 0,110209,2018-11-09 17:07:49:193
0.43,-15.285,3.17,11,0,65.43,,,,NaN,,,,0 / 0,110309,2018-11-09 17:07:49:293
0.526,-8.504,3.399,25,0,65.43,,,,NaN,,,,0 / 0,110409,2018-11-09 17:07:49:393
-4.156,-19.614,0.9,12,0,65.43,,,,NaN,,,,0 / 0,110509,2018-11-09 17:07:49:493
-1.388,-16.52,-0.756,26,0,47.93,,,,NaN,,,,0 / 0,110609,2018-11-09 17:07:49:593
0.095,-9.644,0.737,11,0,47.93,,,,NaN,,,,0 / 0,110709,2018-11-09 17:07:49:693
-4.099,-4.568,2.892,19,0,47.93,,,,NaN,,,,0 / 0,110809,2018-11-09 17:07:49:793
0.574,-9.739,1.704,9,0,50.98,,,,NaN,,,,0 / 0,110909,2018-11-09 17:07:49:893
-2.901,-18.005,13.676,7,0,50.98,,,,NaN,,,,0 / 0,111010,2018-11-09 17:07:49:994
-1.292,-12.249,3.304,0,0,50.98,,,,NaN,,,,0 / 0,111109,2018-11-09 17:07:50:093
-1.35,-1.072,-0.363,20,0,51.86,,,,NaN,,,,0 / 0,111209,2018-11-09 17:07:50:193
-2.47,-2.279,0,16,0,51.86,,,,NaN,,,,0 / 0,111309,2018-11-09 17:07:50:293
1.666,-11.76,8.763,12,0,51.86,,,,NaN,,,,0 / 0,111409,2018-11-09 17:07:50:393
0.047,-5.813,0.162,20,0,52.46,,,,NaN,,,,0 / 0,111509,2018-11-09 17:07:50:493
-1.561,-18.215,-1.398,18,0,52.46,,,,NaN,,,,0 / 0,111609,2018-11-09 17:07:50:593
0.478,-13.417,1.455,11,0,52.46,,,,NaN,,,,0 / 0,111709,2018-11-09 17:07:50:693
0.785,-10.027,-0.325,7,0,59.26,,,,NaN,,,,0 / 0,111809,2018-11-09 17:07:50:793
-0.881,-8.964,5.707,10,0,59.26,,,,NaN,,,,0 / 0,111909,2018-11-09 17:07:50:893
2.461,-9.577,-0.296,10,0,59.26,,,,NaN,,,,0 / 0,112009,2018-11-09 17:07:50:993
-1.781,-14.011,6.522,3,0,55.57,,,,NaN,,,,0 / 0,112109,2018-11-09 17:07:51:093
-1.79,-15.888,-0.526,13,0,55.57,,,,NaN,,,,0 / 0,112209,2018-11-09 17:07:51:193
-3.352,-7.546,1.522,22,0,55.57,,,,NaN,,,,0 / 0,112309,2018-11-09 17:07:51:293
-1.953,-3.869,-0.507,17,0,51.73,,,,NaN,,,,0 / 0,112409,2018-11-09 17:07:51:393
-0.21,-7.278,2.269,11,0,51.73,,,,NaN,,,,0 / 0,112509,2018-11-09 17:07:51:493
3.715,-12.909,4.903,17,0,51.73,,,,NaN,,,,0 / 0,112609,2018-11-09 17:07:51:593
-4.319,-17.085,-3.581,7,0,43.59,,,,NaN,,,,0 / 0,112709,2018-11-09 17:07:51:693
1.541,-16.52,-1.273,3,0,43.59,,,,NaN,,,,0 / 0,112809,2018-11-09 17:07:51:793
-0.565,-8.782,-1.206,9,0,43.59,,,,NaN,,,,0 / 0,112909,2018-11-09 17:07:51:893
2.432,-8.638,3.629,8,0,53.48,,,,NaN,,,,0 / 0,113009,2018-11-09 17:07:51:993
0.45,-5.478,-0.565,14,0,53.48,,,,NaN,,,,0 / 0,113109,2018-11-09 17:07:52:093
3.141,-9.845,1.647,4,0,53.48,,,,NaN,,,,0 / 0,113209,2018-11-09 17:07:52:193
-5.219,-17.87,0.095,21,0,49.85,,,,NaN,,,,0 / 0,113309,2018-11-09 17:07:52:293
-1.752,-10.333,2.202,23,0,49.85,,,,NaN,,,,0 / 0,113409,2018-11-09 17:07:52:393
-1.752,-4.271,0.22,0,0,49.85,,,,NaN,,,,0 / 0,113509,2018-11-09 17:07:52:493
-2.25,-1.541,1.848,19,0,54.18,,,,NaN,,,,0 / 0,113609,2018-11-09 17:07:52:593
2.968,-14.624,7.546,13,0,54.18,,,,NaN,,,,0 / 0,113709,2018-11-09 17:07:52:693
-3.735,-17.238,4.759,15,0,54.18,,,,NaN,,,,0 / 0,113809,2018-11-09 17:07:52:793
9.481,-14.49,2.126,6,0,46.79,,,,NaN,,,,0 / 0,113909,2018-11-09 17:07:52:893
-7.632,-9.165,-1.024,2,0,46.79,,,,NaN,,,,0 / 0,114009,2018-11-09 17:07:52:993
2.672,-8.533,0,25,0,46.79,,,,NaN,,,,0 / 0,114109,2018-11-09 17:07:53:093
-0.373,-9.079,1.628,9,0,52.98,,,,NaN,,,,0 / 0,114209,2018-11-09 17:07:53:193
0.833,-12.89,1.379,8,0,52.98,,,,NaN,,,,0 / 0,114309,2018-11-09 17:07:53:293
-0.287,-12.019,3.725,15,0,52.98,,,,NaN,,,,0 / 0,114409,2018-11-09 17:07:53:393
-0.747,-13.551,-4.673,0,0,53.64,,,,NaN,,,,0 / 0,114509,2018-11-09 17:07:53:493
0.047,-9.797,-0.823,3,0,53.64,,,,NaN,,,,0 / 0,114609,2018-11-09 17:07:53:593
-1.963,-3.438,-0.114,10,0,53.64,,,,NaN,,,,0 / 0,114709,2018-11-09 17:07:53:693
-2.815,-2.355,3.715,10,0,50.6,,,,NaN,,,,0 / 0,114809,2018-11-09 17:07:53:793
1.886,-9.96,2.93,13,0,50.6,,,,NaN,,,,0 / 0,114909,2018-11-09 17:07:53:893
-1.034,-8.715,4.108,19,0,50.6,,,,NaN,,,,0 / 0,115009,2018-11-09 17:07:53:993
0.967,-17.439,2.921,15,0,46.31,,,,NaN,,,,0 / 0,115109,2018-11-09 17:07:54:093
0.306,-9.356,-0.402,14,0,46.31,,,,NaN,,,,0 / 0,115209,2018-11-09 17:07:54:193
1.216,-11.339,5.42,7,0,46.31,,,,NaN,,,,0 / 0,115309,2018-11-09 17:07:54:293
-0.957,-6.761,0.593,9,0,53.08,,,,NaN,,,,0 / 0,115409,2018-11-09 17:07:54:393
0.459,-7.949,0.344,6,0,53.08,,,,NaN,,,,0 / 0,115509,2018-11-09 17:07:54:493
-2.269,-12.105,8.37,18,0,53.08,,,,NaN,,,,0 / 0,115608,2018-11-09 17:07:54:592
-0.258,-19.614,-0.114,6,0,51.84,,,,NaN,,,,0 / 0,115708,2018-11-09 17:07:54:692
-3.725,-4.108,0.038,25,0,51.84,,,,NaN,,,,0 / 0,115808,2018-11-09 17:07:54:792
-2.097,-3.15,-0.545,0,0,51.84,,,,NaN,,,,0 / 0,115908,2018-11-09 17:07:54:892
0.143,-10.965,8.37,5,0,54.79,,,,NaN,,,,0 / 0,116008,2018-11-09 17:07:54:992
-0.9,-8.159,0.028,16,0,54.79,,,,NaN,,,,0 / 0,116108,2018-11-09 17:07:55:092
-2.672,-16.941,-0.641,14,0,54.79,,,,NaN,,,,0 / 0,116208,2018-11-09 17:07:55:192
0.89,-16.386,1.024,8,0,61.14,,,,NaN,,,,0 / 0,116308,2018-11-09 17:07:55:292
0.737,-11.109,2.729,2,0,61.14,,,,NaN,,,,0 / 0,116409,2018-11-09 17:07:55:393
-0.881,-5.842,2.001,14,0,61.14,,,,NaN,,,,0 / 0,116509,2018-11-09 17:07:55:493
-0.095,-9.548,2.164,22,0,52.32,,,,NaN,,,,0 / 0,116608,2018-11-09 17:07:55:592
2.288,-13.369,4.213,20,0,52.32,,,,NaN,,,,0 / 0,116708,2018-11-09 17:07:55:692
-4.405,-18.809,-0.881,11,0,52.32,,,,NaN,,,,0 / 0,116808,2018-11-09 17:07:55:792
-4.625,-7.968,1.398,5,0,48.08,,,,NaN,,,,0 / 0,116909,2018-11-09 17:07:55:893
0.162,-1.762,0.603,17,0,48.08,,,,NaN,,,,0 / 0,117008,2018-11-09 17:07:55:992
-0.612,-8.705,4.606,10,0,48.08,,,,NaN,,,,0 / 0,117108,2018-11-09 17:07:56:092
1.829,-9.969,4.089,18,0,49.98,,,,NaN,,,,0 / 0,117208,2018-11-09 17:07:56:192
-1.963,-15.064,3.581,7,0,49.98,,,,NaN,,,,0 / 0,117308,2018-11-09 17:07:56:292
2.959,-15.725,-0.124,21,0,49.98,,,,NaN,,,,0 / 0,117409,2018-11-09 17:07:56:393
-2.643,-7.537,-1.762,12,0,58.28,,,,NaN,,,,0 / 0,117509,2018-11-09 17:07:56:493
0.009,-9.136,2.537,11,0,58.28,,,,NaN,,,,0 / 0,117609,2018-11-09 17:07:56:593
-1.216,-4.031,-1.848,25,0,58.28,,,,NaN,,,,0 / 0,117709,2018-11-09 17:07:56:693
1.982,-10.831,2.231,17,0,58.28,,,,NaN,,,,0 / 0,117809,2018-11-09 17:07:56:793
0.517,-13.963,8.581,21,0,48.89,,,,NaN,,,,0 / 0,117909,2018-11-09 17:07:56:893
-0.325,-14.011,1.57,3,0,48.89,,,,NaN,,,,0 / 0,118009,2018-11-09 17:07:56:993
-1.934,-2.911,0.239,19,0,48.89,,,,NaN,,,,0 / 0,118109,2018-11-09 17:07:57:093
-2.26,-3.792,0.833,20,0,47.3,,,,NaN,,,,0 / 0,118209,2018-11-09 17:07:57:193
-0.019,-9.28,7.01,0,0,47.3,,,,NaN,,,,0 / 0,118309,2018-11-09 17:07:57:293
-0.718,-8.025,3.601,0,0,47.3,,,,NaN,,,,0 / 0,118409,2018-11-09 17:07:57:393
-3.696,-15.141,2.25,23,0,45.1,,,,NaN,,,,0 / 0,118509,2018-11-09 17:07:57:493
5.468,-19.594,-2.547,4,0,45.1,,,,NaN,,,,0 / 0,118609,2018-11-09 17:07:57:593
-1.762,-6.991,0.325,11,0,45.1,,,,NaN,,,,0 / 0,118709,2018-11-09 17:07:57:693
0.574,-8.016,3.208,11,0,58.85,,,,NaN,,,,0 / 0,118809,2018-11-09 17:07:57:793
1.398,-6.713,-1.053,21,0,58.85,,,,NaN,,,,0 / 0,118909,2018-11-09 17:07:57:893
0.076,-9.787,1.944,17,0,58.85,,,,NaN,,,,0 / 0,119009,2018-11-09 17:07:57:993
0.996,-17.631,8.667,0,0,55.26,,,,NaN,,,,0 / 0,119109,2018-11-09 17:07:58:093
-5.727,-11.837,2.729,13,0,55.26,,,,NaN,,,,0 / 0,119208,2018-11-09 17:07:58:192
-0.909,-1.714,-0.45,18,0,55.26,,,,NaN,,,,0 / 0,119308,2018-11-09 17:07:58:292
-1.723,-4.185,0.191,10,0,50.14,,,,NaN,,,,0 / 0,119408,2018-11-09 17:07:58:392
-3.658,-8.801,3.888,19,0,50.14,,,,NaN,,,,0 / 0,119508,2018-11-09 17:07:58:492
-4.644,-12.881,4.721,12,0,50.14,,,,NaN,,,,0 / 0,119608,2018-11-09 17:07:58:592
2.748,-13.704,-2.231,1,0,44.21,,,,NaN,,,,0 / 0,119708,2018-11-09 17:07:58:692
-4.041,-9.098,-2.375,24,0,44.21,,,,NaN,,,,0 / 0,119808,2018-11-09 17:07:58:792
1.053,-9.05,0.708,13,0,44.21,,,,NaN,,,,0 / 0,119908,2018-11-09 17:07:58:892
-1.465,-9.577,-1.225,19,0,49.98,,,,NaN,,,,0 / 0,120009,2018-11-09 17:07:58:993
1.982,-10.735,1.781,7,0,49.98,,,,NaN,,,,0 / 0,120109,2018-11-09 17:07:59:093
-4.587,-11.808,7.508,14,0,49.98,,,,NaN,,,,0 / 0,120210,2018-11-09 17:07:59:194
-3.438,-11.856,2.585,9,0,49.92,,,,NaN,,,,0 / 0,120309,2018-11-09 17:07:59:293
-3.869,-3.974,4.309,15,0,49.92,,,,NaN,,,,0 / 0,120409,2018-11-09 17:07:59:393
-4.099,-6.895,9.107,17,0,49.92,,,,NaN,,,,0 / 0,120509,2018-11-09 17:07:59:493
-3.974,-6.464,11.205,8,0,54.47,,,,NaN,,,,0 / 0,120609,2018-11-09 17:07:59:593
-4.175,-6.052,9.203,12,0,54.47,,,,NaN,,,,0 / 0,120709,2018-11-09 17:07:59:693
-3.428,-3.275,6.282,6,0,54.47,,,,NaN,,,,0 / 0,120809,2018-11-09 17:07:59:793
-4.597,-1.857,6.062,7,0,54.57,,,,NaN,,,,0 / 0,120909,2018-11-09 17:07:59:893
-10.601,-3.332,10.276,23,0,54.57,,,,NaN,,,,0 / 0,121009,2018-11-09 17:07:59:993
-9.49,-0.258,9.174,20,0,54.57,,,,NaN,,,,0 / 0,121109,2018-11-09 17:08:00:093
-2.652,-8.485,3.763,0,0,54.3,,,,NaN,,,,0 / 0,121209,2018-11-09 17:08:00:193
-1.58,-13.159,1.35,14,0,54.3,,,,NaN,,,,0 / 0,121309,2018-11-09 17:08:00:293
0.153,-9.73,1.254,16,0,54.3,,,,NaN,,,,0 / 0,121409,2018-11-09 17:08:00:393
0.861,-8.801,3.457,19,0,59.1,,,,NaN,,,,0 / 0,121509,2018-11-09 17:08:00:493
-1.168,-9.739,1.455,27,0,59.1,,,,NaN,,,,0 / 0,121609,2018-11-09 17:08:00:593
-0.191,-10.381,0.201,17,0,59.1,,,,NaN,,,,0 / 0,121709,2018-11-09 17:08:00:693
-1.676,-15.735,-1.666,17,0,59.1,,,,NaN,,,,0 / 0,121809,2018-11-09 17:08:00:793
-3.562,-13.475,9.308,23,0,59.1,,,,NaN,,,,0 / 0,121909,2018-11-09 17:08:00:893
-1.915,-12.325,-13.216,24,0,59.1,,,,NaN,,,,0 / 0,122009,2018-11-09 17:08:00:993
-1.398,-8.14,0.363,16,0,59.34,,,,NaN,,,,0 / 0,122109,2018-11-09 17:08:01:093
-0.574,-0.143,1.676,13,0,59.34,,,,NaN,,,,0 / 0,122209,2018-11-09 17:08:01:193
-2.921,-6.531,4.644,0,0,59.34,,,,NaN,,,,0 / 0,122309,2018-11-09 17:08:01:293
-5.497,-9.443,7.412,10,0,59.34,,,,NaN,,,,0 / 0,122410,2018-11-09 17:08:01:394
-2.806,-9.519,2.691,13,0,63.3,,,,NaN,,,,0 / 0,122509,2018-11-09 17:08:01:493
-0.335,-9.51,0.536,23,0,63.3,,,,NaN,,,,0 / 0,122609,2018-11-09 17:08:01:593
-2.815,-8.724,4.874,18,0,63.3,,,,NaN,,,,0 / 0,122709,2018-11-09 17:08:01:693
1.245,-12.977,1.733,12,0,60.45,,,,NaN,,,,0 / 0,122809,2018-11-09 17:08:01:793
-5.822,-18.436,-1.35,4,0,60.45,,,,NaN,,,,0 / 0,122909,2018-11-09 17:08:01:893
-3.907,-11.664,9.682,0,0,60.45,,,,NaN,,,,0 / 0,123009,2018-11-09 17:08:01:993
2.059,-14.289,-17.42,20,0,57.35,,,,NaN,,,,0 / 0,123109,2018-11-09 17:08:02:093
-0.89,-8.715,-0.038,16,0,57.35,,,,NaN,,,,0 / 0,123209,2018-11-09 17:08:02:193
-0.957,-3.026,1.225,31,0,57.35,,,,NaN,,,,0 / 0,123309,2018-11-09 17:08:02:293
0.842,-6.263,6.636,24,0,58.88,,,,NaN,,,,0 / 0,123409,2018-11-09 17:08:02:393
-3.16,-13.589,8.092,0,0,58.88,,,,NaN,,,,0 / 0,123509,2018-11-09 17:08:02:493
-4.501,-7.68,1.053,23,0,58.88,,,,NaN,,,,0 / 0,123609,2018-11-09 17:08:02:593
1.101,-11.262,1.302,22,0,62.29,,,,NaN,,,,0 / 0,123709,2018-11-09 17:08:02:693
-1.532,-8.111,2.518,14,0,62.29,,,,NaN,,,,0 / 0,123809,2018-11-09 17:08:02:793
-0.076,-10.458,2.461,12,0,62.29,,,,NaN,,,,0 / 0,123909,2018-11-09 17:08:02:893
