ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
1.656,6.866,6.991,811,1,65.77,,,,NaN,,,,0 / 0,233709,2018-11-09 17:09:52:693
0.967,6.119,7.307,882,1,65.77,,,,NaN,,,,0 / 0,233809,2018-11-09 17:09:52:793
0.967,6.34,6.435,865,1,65.77,,,,NaN,,,,0 / 0,233909,2018-11-09 17:09:52:893
0.047,5.832,8.207,916,1,62.32,,,,NaN,,,,0 / 0,234009,2018-11-09 17:09:52:993
-0.316,6.234,7.939,1008,1,62.32,,,,NaN,,,,0 / 0,234109,2018-11-09 17:09:53:093
0.459,5.554,8.427,1048,1,62.32,,,,NaN,,,,0 / 0,234209,2018-11-09 17:09:53:193
1.915,6.349,7.604,1105,1,62.38,,,,NaN,,,,0 / 0,234309,2018-11-09 17:09:53:293
1.187,5.679,8.198,1140,1,62.38,,,,NaN,,,,0 / 0,234410,2018-11-09 17:09:53:394
0.287,4.865,8.121,1245,1,62.38,,,,NaN,,,,0 / 0,234509,2018-11-09 17:09:53:493
-0.737,5.889,8.523,1233,1,53.39,,,,NaN,,,,0 / 0,234609,2018-11-09 17:09:53:593
0.296,6.1,7.814,1214,1,53.39,,,,NaN,,,,0 / 0,234709,2018-11-09 17:09:53:693
0.306,5.123,8.81,1198,1,53.39,,,,NaN,,,,0 / 0,234809,2018-11-09 17:09:53:793
-0.306,5.2,7.556,1256,1,56.29,,,,NaN,,,,0 / 0,234909,2018-11-09 17:09:53:893
0.009,3.706,9.433,1584,1,56.29,,,,NaN,,,,0 / 0,235009,2018-11-09 17:09:53:993
-1.637,3.792,11.885,2598,1,56.29,,,,NaN,,,,0 / 0,235109,2018-11-09 17:09:54:093
-1.982,3.399,8.523,3584,1,47.22,,,,NaN,,,,0 / 0,235209,2018-11-09 17:09:54:193
-2.7,2.384,8.858,8313,1,47.22,,,,NaN,,,,0 / 0,235309,2018-11-09 17:09:54:293
-1.762,1.034,7.671,3423,1,47.22,,,,NaN,,,,0 / 0,235409,2018-11-09 17:09:54:393
15.687,1.915,5.114,1242,1,55.22,,,,NaN,,,,0 / 0,235509,2018-11-09 17:09:54:493
8.332,1.656,-8.418,761,1,55.22,,,,NaN,,,,0 / 0,235609,2018-11-09 17:09:54:593
7.192,-3.428,16.147,728,1,55.22,,,,NaN,,,,0 / 0,235709,2018-11-09 17:09:54:693
13.781,-2.94,2.93,665,1,45.16,,,,NaN,,,,0 / 0,235809,2018-11-09 17:09:54:793
8.312,-4.031,9.232,652,1,45.16,,,,NaN,,,,0 / 0,235909,2018-11-09 17:09:54:893
12.019,-6.138,11.846,557,1,45.16,,,,NaN,,,,0 / 0,236009,2018-11-09 17:09:54:993
11.004,-8.198,-0.191,497,1,45.16,,,,NaN,,,,0 / 0,236109,2018-11-09 17:09:55:093
1.934,-3.39,2.681,441,1,38.73,,,,NaN,,,,0 / 0,236209,2018-11-09 17:09:55:193
-0.593,-4.798,-2.672,318,1,38.73,,,,NaN,,,,0 / 0,236309,2018-11-09 17:09:55:293
-19.546,-12.785,12.134,151,0,38.73,,,,NaN,,,,0 / 0,236409,2018-11-09 17:09:55:393
13.331,-1.398,4.798,268,0,39.02,,,,NaN,,,,0 / 0,236509,2018-11-09 17:09:55:493
-0.258,-1.647,-1.561,37,0,39.02,,,,NaN,,,,0 / 0,236609,2018-11-09 17:09:55:593
3.505,-5.085,-2.413,8,0,39.02,,,,NaN,,,,0 / 0,236709,2018-11-09 17:09:55:693
19.614,-19.614,4.443,15,0,36.17,,,,NaN,,,,0 / 0,236809,2018-11-09 17:09:55:793
-15.342,-14.873,-2.652,11,0,36.17,,,,NaN,,,,0 / 0,236909,2018-11-09 17:09:55:893
-1.561,-9.462,-2.202,5,0,36.17,,,,NaN,,,,0 / 0,237009,2018-11-09 17:09:55:993
-2.557,-9.443,-1.637,0,0,62.03,,,,NaN,,,,0 / 0,237109,2018-11-09 17:09:56:093
-2.059,-9.749,-0.421,15,0,62.03,,,,NaN,,,,0 / 0,237209,2018-11-09 17:09:56:193
-2.087,-9.318,-1.053,3,0,62.03,,,,NaN,,,,0 / 0,237309,2018-11-09 17:09:56:293
-1.015,-9.711,-0.565,17,0,52,,,,NaN,,,,0 / 0,237409,2018-11-09 17:09:56:393
-2.317,-9.433,-1.158,5,0,52,,,,NaN,,,,0 / 0,237509,2018-11-09 17:09:56:493
-2.154,-9.682,-1.264,13,0,52,,,,NaN,,,,0 / 0,237609,2018-11-09 17:09:56:593
-1.743,-9.318,-1.13,12,0,55.49,,,,NaN,,,,0 / 0,237709,2018-11-09 17:09:56:693
-1.589,-9.634,-0.919,5,0,55.49,,,,NaN,,,,0 / 0,237809,2018-11-09 17:09:56:793
-1.494,-9.596,-0.881,18,0,55.49,,,,NaN,,,,0 / 0,237909,2018-11-09 17:09:56:893
-1.57,-9.443,-1.015,25,0,56.26,,,,NaN,,,,0 / 0,238009,2018-11-09 17:09:56:993
-1.618,-9.548,-0.488,20,0,56.26,,,,NaN,,,,0 / 0,238109,2018-11-09 17:09:57:093
-1.608,-9.663,-0.383,7,0,56.26,,,,NaN,,,,0 / 0,238209,2018-11-09 17:09:57:193
-1.522,-9.634,-0.498,0,0,25.58,,,,NaN,,,,0 / 0,238309,2018-11-09 17:09:57:293
-1.628,-9.529,-0.545,23,0,25.58,,,,NaN,,,,0 / 0,238409,2018-11-09 17:09:57:393
-1.886,-9.577,-0.421,26,0,25.58,,,,NaN,,,,0 / 0,238509,2018-11-09 17:09:57:493
-1.81,-9.596,0.306,24,0,25.39,,,,NaN,,,,0 / 0,238609,2018-11-09 17:09:57:593
-0.526,-10.075,1.13,1,0,25.39,,,,NaN,,,,0 / 0,238709,2018-11-09 17:09:57:693
-1.8,-9.634,2.039,0,0,25.39,,,,NaN,,,,0 / 0,238809,2018-11-09 17:09:57:793
-2.25,-7.968,-0.67,22,0,29.29,,,,NaN,,,,0 / 0,238909,2018-11-09 17:09:57:893
-1.388,-8.054,0.325,0,0,29.29,,,,NaN,,,,0 / 0,239009,2018-11-09 17:09:57:993
-4.28,-12.919,2.978,20,0,29.29,,,,NaN,,,,0 / 0,239109,2018-11-09 17:09:58:093
-2.202,-11.502,2.423,16,0,57.51,,,,NaN,,,,0 / 0,239209,2018-11-09 17:09:58:193
-2.26,-10.496,3.486,12,0,57.51,,,,NaN,,,,0 / 0,239309,2018-11-09 17:09:58:293
-1.187,-8.351,1.714,24,0,57.51,,,,NaN,,,,0 / 0,239409,2018-11-09 17:09:58:393
-1.024,-7.929,2.997,22,0,42.43,,,,NaN,,,,0 / 0,239509,2018-11-09 17:09:58:493
-2.566,-9.481,2.279,13,0,42.43,,,,NaN,,,,0 / 0,239609,2018-11-09 17:09:58:593
-1.235,-9.864,0.976,1,0,42.43,,,,NaN,,,,0 / 0,239709,2018-11-09 17:09:58:693
-2.403,-9.49,1.168,11,0,41.51,,,,NaN,,,,0 / 0,239809,2018-11-09 17:09:58:793
-1.771,-9.672,0,15,0,41.51,,,,NaN,,,,0 / 0,239909,2018-11-09 17:09:58:893
-1.331,-9.414,-0.239,15,0,41.51,,,,NaN,,,,0 / 0,240009,2018-11-09 17:09:58:993
-2.068,-9.586,0.517,26,0,52.1,,,,NaN,,,,0 / 0,240109,2018-11-09 17:09:59:093
-1.666,-9.557,-0.287,10,0,52.1,,,,NaN,,,,0 / 0,240209,2018-11-09 17:09:59:193
-1.015,-9.567,-0.517,7,0,52.1,,,,NaN,,,,0 / 0,240309,2018-11-09 17:09:59:293
-2.25,-9.548,0.584,11,0,56.86,,,,NaN,,,,0 / 0,240409,2018-11-09 17:09:59:393
-1.618,-9.615,0.153,3,0,56.86,,,,NaN,,,,0 / 0,240509,2018-11-09 17:09:59:493
-1.723,-9.567,0.114,1,0,56.86,,,,NaN,,,,0 / 0,240609,2018-11-09 17:09:59:593
-1.235,-9.605,0.296,15,0,28.04,,,,NaN,,,,0 / 0,240709,2018-11-09 17:09:59:693
-1.714,-9.557,0.172,10,0,28.04,,,,NaN,,,,0 / 0,240809,2018-11-09 17:09:59:793
-1.628,-9.634,0.057,6,0,28.04,,,,NaN,,,,0 / 0,240909,2018-11-09 17:09:59:893
-1.618,-9.51,-0.114,0,0,35.81,,,,NaN,,,,0 / 0,241009,2018-11-09 17:09:59:993
-1.676,-9.672,0,11,0,35.81,,,,NaN,,,,0 / 0,241109,2018-11-09 17:10:00:093
-1.982,-9.768,-0.076,12,0,35.81,,,,NaN,,,,0 / 0,241209,2018-11-09 17:10:00:193
-1.905,-9.529,-0.239,16,0,36.64,,,,NaN,,,,0 / 0,241309,2018-11-09 17:10:00:293
-1.762,-9.634,-0.134,18,0,36.64,,,,NaN,,,,0 / 0,241409,2018-11-09 17:10:00:393
-1.733,-9.586,-0.047,15,0,36.64,,,,NaN,,,,0 / 0,241509,2018-11-09 17:10:00:493
-1.541,-9.538,0.114,3,0,34.05,,,,NaN,,,,0 / 0,241609,2018-11-09 17:10:00:593
-1.81,-9.72,0.038,0,0,34.05,,,,NaN,,,,0 / 0,241709,2018-11-09 17:10:00:693
-1.676,-9.663,-0.287,19,0,34.05,,,,NaN,,,,0 / 0,241809,2018-11-09 17:10:00:793
-1.867,-9.567,0.076,22,0,34.05,,,,NaN,,,,0 / 0,241909,2018-11-09 17:10:00:893
-1.637,-9.682,-0.047,6,0,31.3,,,,NaN,,,,0 / 0,242009,2018-11-09 17:10:00:993
-1.733,-9.519,-0.057,17,0,31.3,,,,NaN,,,,0 / 0,242109,2018-11-09 17:10:01:093
-1.273,-9.557,-0.076,8,0,31.3,,,,NaN,,,,0 / 0,242209,2018-11-09 17:10:01:193
-1.465,-9.605,0.134,4,0,32.63,,,,NaN,,,,0 / 0,242309,2018-11-09 17:10:01:293
-1.963,-9.605,-0.057,19,0,32.63,,,,NaN,,,,0 / 0,242410,2018-11-09 17:10:01:394
-1.953,-9.596,0,11,0,32.63,,,,NaN,,,,0 / 0,242509,2018-11-09 17:10:01:493
-1.714,-9.634,0.153,8,0,26.5,,,,NaN,,,,0 / 0,242609,2018-11-09 17:10:01:593
-1.877,-9.634,0.229,6,0,26.5,,,,NaN,,,,0 / 0,242709,2018-11-09 17:10:01:693
-1.762,-9.653,0.325,19,0,26.5,,,,NaN,,,,0 / 0,242809,2018-11-09 17:10:01:793
-1.608,-9.605,0.057,9,0,26.27,,,,NaN,,,,0 / 0,242909,2018-11-09 17:10:01:893
-1.312,-9.605,0.249,23,0,26.27,,,,NaN,,,,0 / 0,243009,2018-11-09 17:10:01:993
-1.896,-9.644,0.114,7,0,26.27,,,,NaN,,,,0 / 0,243109,2018-11-09 17:10:02:093
-1.829,-9.682,-0.067,3,0,23.98,,,,NaN,,,,0 / 0,243209,2018-11-09 17:10:02:193
-1.723,-9.634,-0.057,4,0,23.98,,,,NaN,,,,0 / 0,243309,2018-11-09 17:10:02:293
-2.087,-9.692,0.086,1,0,23.98,,,,NaN,,,,0 / 0,243409,2018-11-09 17:10:02:393
-1.925,-9.577,-0.268,14,0,25.35,,,,NaN,,,,0 / 0,243509,2018-11-09 17:10:02:493
-1.647,-9.548,-0.277,2,0,25.35,,,,NaN,,,,0 / 0,243609,2018-11-09 17:10:02:593
-1.474,-9.672,-0.162,14,0,25.35,,,,NaN,,,,0 / 0,243709,2018-11-09 17:10:02:693
-1.704,-9.49,-0.239,11,0,27.21,,,,NaN,,,,0 / 0,243809,2018-11-09 17:10:02:793
-1.503,-9.778,0.009,10,0,27.21,,,,NaN,,,,0 / 0,243909,2018-11-09 17:10:02:893
-1.494,-9.567,-0.191,12,0,27.21,,,,NaN,,,,0 / 0,244009,2018-11-09 17:10:02:993
-1.714,-9.634,-0.067,18,0,24.34,,,,NaN,,,,0 / 0,244109,2018-11-09 17:10:03:093
-1.762,-9.682,0.057,11,0,24.34,,,,NaN,,,,0 / 0,244209,2018-11-09 17:10:03:193
-1.848,-9.634,-0.641,15,0,24.34,,,,NaN,,,,0 / 0,244309,2018-11-09 17:10:03:293
-1.522,-9.577,-0.019,7,0,41.1,,,,NaN,,,,0 / 0,244409,2018-11-09 17:10:03:393
-1.695,-9.835,0.009,4,0,41.1,,,,NaN,,,,0 / 0,244509,2018-11-09 17:10:03:493
-2.116,-9.644,-0.517,4,0,41.1,,,,NaN,,,,0 / 0,244609,2018-11-09 17:10:03:593
-1.934,-9.471,-0.766,5,0,46.61,,,,NaN,,,,0 / 0,244709,2018-11-09 17:10:03:693
-0.909,-9.634,-0.957,23,0,46.61,,,,NaN,,,,0 / 0,244809,2018-11-09 17:10:03:793
-1.015,-9.5,-0.814,4,0,46.61,,,,NaN,,,,0 / 0,244909,2018-11-09 17:10:03:893
-0.162,-9.49,-1.302,6,0,46.17,,,,NaN,,,,0 / 0,245009,2018-11-09 17:10:03:993
-1.944,-10.659,2.078,3,0,46.17,,,,NaN,,,,0 / 0,245109,2018-11-09 17:10:04:093
-1.398,-9.27,-1.149,16,0,46.17,,,,NaN,,,,0 / 0,245209,2018-11-09 17:10:04:193
0.785,-9.443,-0.249,7,0,49.86,,,,NaN,,,,0 / 0,245309,2018-11-09 17:10:04:293
-0.239,-9.05,-0.718,9,0,49.86,,,,NaN,,,,0 / 0,245409,2018-11-09 17:10:04:393
-2.106,-12.143,9.759,16,0,49.86,,,,NaN,,,,0 / 0,245509,2018-11-09 17:10:04:493
-1.417,-8.964,-0.316,13,0,60.33,,,,NaN,,,,0 / 0,245609,2018-11-09 17:10:04:593
-3.869,-10.755,-1.503,19,0,60.33,,,,NaN,,,,0 / 0,245709,2018-11-09 17:10:04:693
-1.723,-8.82,0.794,25,0,60.33,,,,NaN,,,,0 / 0,245809,2018-11-09 17:10:04:793
-4.846,-8.255,3.782,4,0,58.58,,,,NaN,,,,0 / 0,245909,2018-11-09 17:10:04:893
-0.114,-13.589,-1.743,19,0,58.58,,,,NaN,,,,0 / 0,246009,2018-11-09 17:10:04:993
-3.591,-10.036,-1.934,22,0,58.58,,,,NaN,,,,0 / 0,246109,2018-11-09 17:10:05:093
-2.518,-8.945,-0.076,11,0,54.29,,,,NaN,,,,0 / 0,246209,2018-11-09 17:10:05:193
-0.354,-9.251,-0.249,19,0,54.29,,,,NaN,,,,0 / 0,246309,2018-11-09 17:10:05:293
0.076,-11.885,0,15,0,54.29,,,,NaN,,,,0 / 0,246408,2018-11-09 17:10:05:392
-2.212,-9.308,0.603,23,0,54.97,,,,NaN,,,,0 / 0,246508,2018-11-09 17:10:05:492
0.411,-10.41,-0.201,11,0,54.97,,,,NaN,,,,0 / 0,246608,2018-11-09 17:10:05:592
-2.375,-9.586,0.402,17,0,54.97,,,,NaN,,,,0 / 0,246708,2018-11-09 17:10:05:692
0.21,-10.793,-1.57,0,0,55.98,,,,NaN,,,,0 / 0,246808,2018-11-09 17:10:05:792
-2.863,-9.682,0.229,9,0,55.98,,,,NaN,,,,0 / 0,246908,2018-11-09 17:10:05:892
-1.436,-9.519,-0.411,17,0,55.98,,,,NaN,,,,0 / 0,247008,2018-11-09 17:10:05:992
-1.072,-9.596,-0.593,13,0,53.38,,,,NaN,,,,0 / 0,247108,2018-11-09 17:10:06:092
-1.599,-9.644,-0.498,10,0,53.38,,,,NaN,,,,0 / 0,247209,2018-11-09 17:10:06:193
-0.9,-9.481,-0.737,9,0,53.38,,,,NaN,,,,0 / 0,247308,2018-11-09 17:10:06:292
-1.34,-9.538,-0.536,7,0,48.7,,,,NaN,,,,0 / 0,247408,2018-11-09 17:10:06:392
-1.273,-9.692,-0.392,15,0,48.7,,,,NaN,,,,0 / 0,247508,2018-11-09 17:10:06:492
-1.733,-9.72,-0.498,22,0,48.7,,,,NaN,,,,0 / 0,247608,2018-11-09 17:10:06:592
-1.417,-9.356,0.517,4,0,42.35,,,,NaN,,,,0 / 0,247708,2018-11-09 17:10:06:692
-1.637,-9.73,-0.153,16,0,42.35,,,,NaN,,,,0 / 0,247808,2018-11-09 17:10:06:792
-1.829,-9.404,-0.823,25,0,42.35,,,,NaN,,,,0 / 0,247908,2018-11-09 17:10:06:892
-1.225,-9.299,-0.22,21,0,48.35,,,,NaN,,,,0 / 0,248008,2018-11-09 17:10:06:992
-1.407,-9.222,-0.402,7,0,48.35,,,,NaN,,,,0 / 0,248109,2018-11-09 17:10:07:093
-1.714,-9.672,-0.574,9,0,48.35,,,,NaN,,,,0 / 0,248209,2018-11-09 17:10:07:193
-1.733,-9.519,-0.89,15,0,54.09,,,,NaN,,,,0 / 0,248309,2018-11-09 17:10:07:293
-1.848,-9.912,-0.21,5,0,54.09,,,,NaN,,,,0 / 0,248409,2018-11-09 17:10:07:393
-0.948,-9.404,-0.268,17,0,54.09,,,,NaN,,,,0 / 0,248509,2018-11-09 17:10:07:493
-2.106,-9.854,-0.067,11,0,49.98,,,,NaN,,,,0 / 0,248609,2018-11-09 17:10:07:593
-1.398,-9.969,-0.689,26,0,49.98,,,,NaN,,,,0 / 0,248709,2018-11-09 17:10:07:693
-1.034,-10.295,-0.861,10,0,49.98,,,,NaN,,,,0 / 0,248809,2018-11-09 17:10:07:793
-1.369,-10.151,0.622,4,0,63.39,,,,NaN,,,,0 / 0,248909,2018-11-09 17:10:07:893
-2.394,-9.72,-3.447,16,0,63.39,,,,NaN,,,,0 / 0,249009,2018-11-09 17:10:07:993
-1.57,-9.95,3.543,9,0,63.39,,,,NaN,,,,0 / 0,249110,2018-11-09 17:10:08:094
-1.58,-9.682,0.067,10,0,64.38,,,,NaN,,,,0 / 0,249209,2018-11-09 17:10:08:193
-0.718,-13.522,-1.628,12,0,64.38,,,,NaN,,,,0 / 0,249309,2018-11-09 17:10:08:293
-3.792,-7.738,-0.881,13,0,64.38,,,,NaN,,,,0 / 0,249409,2018-11-09 17:10:08:393
-0.871,-13.13,-5.765,4,0,59.87,,,,NaN,,,,0 / 0,249509,2018-11-09 17:10:08:493
1.733,-10.649,-4.166,18,0,59.87,,,,NaN,,,,0 / 0,249609,2018-11-09 17:10:08:593
9.376,-7.939,2.681,33,0,59.87,,,,NaN,,,,0 / 0,249708,2018-11-09 17:10:08:692
8.14,-11.904,0.086,94,1,65.62,,,,NaN,,,,0 / 0,249808,2018-11-09 17:10:08:792
9.404,-11.952,-0.086,306,1,65.62,,,,NaN,,,,0 / 0,249908,2018-11-09 17:10:08:892
0.603,-5.842,0.612,323,1,65.62,,,,NaN,,,,0 / 0,250008,2018-11-09 17:10:08:992
0.411,-1.972,-0.766,531,1,34.56,,,,NaN,,,,0 / 0,250108,2018-11-09 17:10:09:092
-1.177,-1.407,4.96,2218,1,34.56,,,,NaN,,,,0 / 0,250208,2018-11-09 17:10:09:192
0.43,-1.091,11.415,2491,1,34.56,,,,NaN,,,,0 / 0,250308,2018-11-09 17:10:09:292
2.94,-0.086,12.44,2872,1,38.39,,,,NaN,,,,0 / 0,250408,2018-11-09 17:10:09:392
0.66,0.44,11.502,1999,1,38.39,,,,NaN,,,,0 / 0,250509,2018-11-09 17:10:09:493
0.928,0.344,11.406,1743,1,38.39,,,,NaN,,,,0 / 0,250609,2018-11-09 17:10:09:593
2.231,0.526,9.452,4656,1,28.5,,,,NaN,,,,0 / 0,250709,2018-11-09 17:10:09:693
2.202,0.536,10.774,6052,1,28.5,,,,NaN,,,,0 / 0,250809,2018-11-09 17:10:09:793
1.867,0.938,8.236,6839,1,28.5,,,,NaN,,,,0 / 0,250909,2018-11-09 17:10:09:893
0.699,1.503,9.711,7516,1,28.5,,,,NaN,,,,0 / 0,251009,2018-11-09 17:10:09:993
0.574,1.522,10.621,7547,1,41.32,,,,NaN,,,,0 / 0,251109,2018-11-09 17:10:10:093
0.22,1.771,11.578,7526,1,41.32,,,,NaN,,,,0 / 0,251209,2018-11-09 17:10:10:193
0.469,1.819,9.787,7470,1,41.32,,,,NaN,,,,0 / 0,251309,2018-11-09 17:10:10:293
0.507,2.116,9.213,7820,1,40.59,,,,NaN,,,,0 / 0,251409,2018-11-09 17:10:10:393
-0.421,2.786,9.356,8045,1,40.59,,,,NaN,,,,0 / 0,251509,2018-11-09 17:10:10:493
1.637,3.102,8.858,7711,1,40.59,,,,NaN,,,,0 / 0,251611,2018-11-09 17:10:10:595
1.015,3.179,8.906,5884,1,40.59,,,,NaN,,,,0 / 0,251709,2018-11-09 17:10:10:693
0.316,3.907,7.949,2400,1,40.59,,,,NaN,,,,0 / 0,251809,2018-11-09 17:10:10:793
0.766,3.553,8.81,2400,1,36.39,,,,NaN,,,,0 / 0,251909,2018-11-09 17:10:10:893
0.43,3.639,9.376,2696,1,36.39,,,,NaN,,,,0 / 0,252008,2018-11-09 17:10:10:992
-0.411,3.955,9.95,3058,1,36.39,,,,NaN,,,,0 / 0,252108,2018-11-09 17:10:11:092
0.067,3.859,9.174,3132,1,30.92,,,,NaN,,,,0 / 0,252208,2018-11-09 17:10:11:192
0.086,3.668,8.073,2216,1,30.92,,,,NaN,,,,0 / 0,252308,2018-11-09 17:10:11:292
-0.114,2.164,10.142,3400,1,30.92,,,,NaN,,,,0 / 0,252408,2018-11-09 17:10:11:392
-0.344,2.7,10.237,8717,1,29.3,,,,NaN,,,,0 / 0,252508,2018-11-09 17:10:11:492
0.632,2.327,9.462,9609,1,29.3,,,,NaN,,,,0 / 0,252608,2018-11-09 17:10:11:592
2.355,3.026,9.577,9171,1,29.3,,,,NaN,,,,0 / 0,252709,2018-11-09 17:10:11:693
1.082,2.662,8.063,6671,1,31.39,,,,NaN,,,,0 / 0,252808,2018-11-09 17:10:11:792
0.536,2.097,9.615,6367,1,31.39,,,,NaN,,,,0 / 0,252908,2018-11-09 17:10:11:892
-0.095,2.221,9.988,6603,1,31.39,,,,NaN,,,,0 / 0,253008,2018-11-09 17:10:11:992
0.44,2.116,9.347,7514,1,24.72,,,,NaN,,,,0 / 0,253108,2018-11-09 17:10:12:092
-0.747,2.384,8.705,7129,1,24.72,,,,NaN,,,,0 / 0,253208,2018-11-09 17:10:12:192
0.852,2.327,7.355,6876,1,24.72,,,,NaN,,,,0 / 0,253308,2018-11-09 17:10:12:292
-0.545,2.269,9.835,7781,1,33.37,,,,NaN,,,,0 / 0,253409,2018-11-09 17:10:12:393
-0.153,1.963,10.046,7578,1,33.37,,,,NaN,,,,0 / 0,253509,2018-11-09 17:10:12:493
-0.114,1.925,9.701,7359,1,33.37,,,,NaN,,,,0 / 0,253608,2018-11-09 17:10:12:592
0.201,1.79,8.868,7211,1,27.5,,,,NaN,,,,0 / 0,253708,2018-11-09 17:10:12:692
0,1.857,9.299,7135,1,27.5,,,,NaN,,,,0 / 0,253809,2018-11-09 17:10:12:793
0.019,1.857,10.017,7137,1,27.5,,,,NaN,,,,0 / 0,253908,2018-11-09 17:10:12:892
0.076,1.79,9.787,7137,1,28.88,,,,NaN,,,,0 / 0,254008,2018-11-09 17:10:12:992
0.143,1.781,9.672,7161,1,28.88,,,,NaN,,,,0 / 0,254108,2018-11-09 17:10:13:092
0.249,1.733,9.423,7148,1,28.88,,,,NaN,,,,0 / 0,254208,2018-11-09 17:10:13:192
0.181,1.781,9.988,7101,1,24.58,,,,NaN,,,,0 / 0,254308,2018-11-09 17:10:13:292
0.095,1.925,9.941,7035,1,24.58,,,,NaN,,,,0 / 0,254408,2018-11-09 17:10:13:392
0.143,1.819,9.941,7019,1,24.58,,,,NaN,,,,0 / 0,254508,2018-11-09 17:10:13:492
0.067,1.848,9.5,6995,1,25.11,,,,NaN,,,,0 / 0,254608,2018-11-09 17:10:13:592
0.143,1.944,9.337,7065,1,25.11,,,,NaN,,,,0 / 0,254708,2018-11-09 17:10:13:692
0.047,2.02,9.318,7048,1,25.11,,,,NaN,,,,0 / 0,254808,2018-11-09 17:10:13:792
0.124,1.963,9.452,7082,1,26.46,,,,NaN,,,,0 / 0,254908,2018-11-09 17:10:13:892
-0.009,1.972,9.605,7075,1,26.46,,,,NaN,,,,0 / 0,255008,2018-11-09 17:10:13:992
0.067,2.059,9.605,7054,1,26.46,,,,NaN,,,,0 / 0,255108,2018-11-09 17:10:14:092
0.067,1.953,10.075,7011,1,30.62,,,,NaN,,,,0 / 0,255208,2018-11-09 17:10:14:192
-0.076,2.413,9.538,6733,1,30.62,,,,NaN,,,,0 / 0,255308,2018-11-09 17:10:14:292
0.498,2.327,9.127,5153,1,30.62,,,,NaN,,,,0 / 0,255408,2018-11-09 17:10:14:392
0.957,2.375,9.404,4424,1,30.62,,,,NaN,,,,0 / 0,255508,2018-11-09 17:10:14:492
1.216,2.365,9.787,3054,1,43.06,,,,NaN,,,,0 / 0,255608,2018-11-09 17:10:14:592
0.699,2.557,9.557,3011,1,43.06,,,,NaN,,,,0 / 0,255708,2018-11-09 17:10:14:692
0.488,2.7,9.49,2967,1,43.06,,,,NaN,,,,0 / 0,255808,2018-11-09 17:10:14:792
0.517,2.719,9.644,2485,1,41.9,,,,NaN,,,,0 / 0,255908,2018-11-09 17:10:14:892
0.249,2.71,10.199,2224,1,41.9,,,,NaN,,,,0 / 0,256008,2018-11-09 17:10:14:992
0.565,2.978,8.753,1437,1,41.9,,,,NaN,,,,0 / 0,256108,2018-11-09 17:10:15:092
0.967,2.892,9.356,1087,1,42.23,,,,NaN,,,,0 / 0,256208,2018-11-09 17:10:15:192
1.13,3.275,9.012,969,1,42.23,,,,NaN,,,,0 / 0,256308,2018-11-09 17:10:15:292
1.446,3.284,9.634,742,1,42.23,,,,NaN,,,,0 / 0,256408,2018-11-09 17:10:15:392
1.235,3.026,9.72,750,1,45.73,,,,NaN,,,,0 / 0,256508,2018-11-09 17:10:15:492
1.465,3.074,9.538,409,1,45.73,,,,NaN,,,,0 / 0,256608,2018-11-09 17:10:15:592
1.532,3.093,8.743,265,1,45.73,,,,NaN,,,,0 / 0,256709,2018-11-09 17:10:15:693
0.478,2.193,10.305,205,1,41.39,,,,NaN,,,,0 / 0,256808,2018-11-09 17:10:15:792
1.053,2.576,9.902,148,1,41.39,,,,NaN,,,,0 / 0,256908,2018-11-09 17:10:15:892
0.804,2.059,9.835,100,1,41.39,,,,NaN,,,,0 / 0,257009,2018-11-09 17:10:15:993
0.842,2.154,9.443,69,1,49.11,,,,NaN,,,,0 / 0,257109,2018-11-09 17:10:16:093
-0.201,2.317,9.883,60,1,49.11,,,,NaN,,,,0 / 0,257209,2018-11-09 17:10:16:193
-1.503,2.116,8.044,74,1,49.11,,,,NaN,,,,0 / 0,257309,2018-11-09 17:10:16:293
-0.249,2.001,10.285,83,1,47.75,,,,NaN,,,,0 / 0,257408,2018-11-09 17:10:16:392
-0.747,1.752,10.314,49,1,47.75,,,,NaN,,,,0 / 0,257509,2018-11-09 17:10:16:493
-0.287,1.925,10.027,53,1,47.75,,,,NaN,,,,0 / 0,257608,2018-11-09 17:10:16:592
-0.555,2.078,10.209,61,1,45.63,,,,NaN,,,,0 / 0,257709,2018-11-09 17:10:16:693
-0.21,1.829,9.653,53,1,45.63,,,,NaN,,,,0 / 0,257808,2018-11-09 17:10:16:792
-0.555,1.829,9.979,72,1,45.63,,,,NaN,,,,0 / 0,257908,2018-11-09 17:10:16:892
-0.469,1.915,9.634,80,1,35.1,,,,NaN,,,,0 / 0,258008,2018-11-09 17:10:16:992
-0.498,1.905,9.605,77,1,35.1,,,,NaN,,,,0 / 0,258108,2018-11-09 17:10:17:092
-0.469,1.838,9.902,62,1,35.1,,,,NaN,,,,0 / 0,258208,2018-11-09 17:10:17:192
-0.632,2.011,9.586,57,1,31.7,,,,NaN,,,,0 / 0,258308,2018-11-09 17:10:17:292
